,Close
2022-03-07/2022-03-13,55.55933303833008
2022-03-14/2022-03-20,57.65400085449219
2022-03-21/2022-03-27,58.61333236694336
2022-03-28/2022-04-03,60.057333374023436
2022-04-04/2022-04-10,60.95999984741211
2022-04-11/2022-04-17,60.0586669921875
2022-04-18/2022-04-24,57.89866714477539
2022-04-25/2022-05-01,53.6472225189209
2022-05-02/2022-05-08,52.121333312988284
2022-05-09/2022-05-15,48.467333221435545
2022-05-16/2022-05-22,48.414666748046876
2022-05-23/2022-05-29,49.89400100708008
2022-05-30/2022-06-05,51.470000457763675
2022-06-06/2022-06-12,51.04799957275391
2022-06-13/2022-06-19,49.336666870117185
2022-06-20/2022-06-26,51.50866775512695
2022-06-27/2022-07-03,51.58533401489258
2022-07-04/2022-07-10,52.2086669921875
2022-07-11/2022-07-17,51.82199935913086
2022-07-18/2022-07-24,55.316000366210936
2022-07-25/2022-07-31,58.62133255004883
2022-08-01/2022-08-07,60.17199935913086
2022-08-08/2022-08-14,61.97399978637695
2022-08-15/2022-08-21,63.76999969482422
2022-08-22/2022-08-28,61.708666229248045
2022-08-29/2022-09-04,59.7
2022-09-05/2022-09-11,61.81399917602539
2022-09-12/2022-09-18,62.02199935913086
2022-09-19/2022-09-25,58.566000366210936
2022-09-26/2022-10-02,57.0533332824707
2022-10-03/2022-10-09,59.024000549316405
2022-10-10/2022-10-16,57.33600006103516
2022-10-17/2022-10-23,56.90800018310547
2022-10-24/2022-10-30,60.455999755859374
2022-10-31/2022-11-06,61.75600051879883
2022-11-07/2022-11-13,64.64000015258789
2022-11-14/2022-11-20,65.31399993896484
2022-11-21/2022-11-27,66.77799835205079
2022-11-28/2022-12-04,67.65999908447266
2022-12-05/2022-12-11,65.42000045776368
2022-12-12/2022-12-18,63.123999786376956
2022-12-19/2022-12-25,60.885999298095705
2022-12-26/2023-01-01,61.2549991607666
2023-01-02/2023-01-08,61.33000030517578
2023-01-09/2023-01-15,62.902000427246094
2023-01-16/2023-01-22,62.51599960327148
2023-01-23/2023-01-29,60.62999954223633
2023-01-30/2023-02-05,60.09199981689453
2023-02-06/2023-02-12,59.497999572753905
2023-02-13/2023-02-19,58.873999786376956
2023-02-20/2023-02-26,57.337999725341795
2023-02-27/2023-03-05,56.03600006103515
2023-03-06/2023-03-12,54.625999450683594
2023-03-13/2023-03-19,52.5
2023-03-20/2023-03-26,53.0859992980957
2023-03-27/2023-04-02,53.94166564941406
2023-04-03/2023-04-09,54.69200134277344
2023-04-10/2023-04-16,54.86800003051758
2023-04-17/2023-04-23,56.44000091552734
2023-04-24/2023-04-30,55.23400039672852
2023-05-01/2023-05-07,54.31800003051758
2023-05-08/2023-05-14,55.008000183105466
2023-05-15/2023-05-21,55.03600006103515
2023-05-22/2023-05-28,54.22400054931641
2023-05-29/2023-06-04,55.17600021362305
2023-06-05/2023-06-11,57.14000015258789
2023-06-12/2023-06-18,51.342000579833986
2023-06-19/2023-06-25,50.51800003051758
2023-06-26/2023-07-02,49.75999959309896
2023-07-03/2023-07-09,49.45600051879883
2023-07-10/2023-07-16,50.11799926757813
2023-07-17/2023-07-23,50.60600051879883
2023-07-24/2023-07-30,50.75999984741211
2023-07-31/2023-08-06,49.84600067138672
2023-08-07/2023-08-13,50.59399948120117
2023-08-14/2023-08-20,51.193999481201175
2023-08-21/2023-08-27,52.29200057983398
2023-08-28/2023-09-03,52.71799926757812
2023-09-04/2023-09-10,51.46399993896485
2023-09-11/2023-09-17,51.236000061035156
2023-09-18/2023-09-24,50.00599975585938
2023-09-25/2023-10-01,48.50833320617676
2023-10-02/2023-10-08,48.61599960327148
2023-10-09/2023-10-15,49.58999938964844
2023-10-16/2023-10-22,50.80799942016601
2023-10-23/2023-10-29,49.2120002746582
2023-10-30/2023-11-05,49.45999984741211
2023-11-06/2023-11-12,51.4379997253418
2023-11-13/2023-11-19,53.10800018310547
2023-11-20/2023-11-26,54.863999938964845
2023-11-27/2023-12-03,55.63200073242187
2023-12-04/2023-12-10,55.17800064086914
2023-12-11/2023-12-17,55.126000213623044
2023-12-18/2023-12-24,55.88400039672852
2023-12-25/2023-12-31,57.80800094604492
2024-01-01/2024-01-07,56.545999908447264
2024-01-08/2024-01-14,56.6879997253418
2024-01-15/2024-01-21,56.83600006103516
2024-01-22/2024-01-28,58.34599990844727
2024-01-29/2024-02-04,57.64200057983398
2024-02-05/2024-02-11,56.64399948120117
2024-02-12/2024-02-18,55.85000076293945
2024-02-19/2024-02-25,56.04200057983398
2024-02-26/2024-03-03,56.32199935913086
2024-03-04/2024-03-10,58.18600006103516
2024-03-11/2024-03-17,59.53600006103515
2024-03-18/2024-03-24,61.42000045776367
2024-03-25/2024-03-31,62.497999572753905
2024-04-01/2024-04-07,61.66000137329102
2024-04-08/2024-04-14,62.65800018310547
2024-04-15/2024-04-21,60.129998779296876
2024-04-22/2024-04-28,60.84000015258789
2024-04-29/2024-05-05,60.15
2024-05-06/2024-05-12,60.65
2024-05-13/2024-05-19,61.4739990234375
2024-05-20/2024-05-26,62.21800003051758
2024-05-27/2024-06-02,59.898332595825195
2024-06-03/2024-06-09,59.183999633789064
2024-06-10/2024-06-16,59.13399963378906
2024-06-17/2024-06-23,59.21800079345703
2024-06-24/2024-06-30,60.04199905395508
2024-07-01/2024-07-07,60.01999969482422
2024-07-08/2024-07-14,61.556000518798825
2024-07-15/2024-07-21,62.955999755859374
2024-07-22/2024-07-28,64.62200012207032
2024-07-29/2024-08-04,67.78600006103515
2024-08-05/2024-08-11,66.7040008544922
2024-08-12/2024-08-18,69.16200103759766
2024-08-19/2024-08-25,70.25599822998046
2024-08-26/2024-09-01,71.32333374023438
2024-09-02/2024-09-08,72.46000061035156
2024-09-09/2024-09-15,72.21000061035156
2024-09-16/2024-09-22,73.49600067138672
2024-09-23/2024-09-29,73.17599945068359
2024-09-30/2024-10-06,72.81800079345703
2024-10-07/2024-10-13,71.79800109863281
2024-10-14/2024-10-20,73.68200073242187
2024-10-21/2024-10-27,74.48600158691406
2024-10-28/2024-11-03,75.00399932861328
2024-11-04/2024-11-10,77.08199920654297
2024-11-11/2024-11-17,79.39500045776367
